prefix,longueur_moyenne,entropie,profondeur_maximale,variance_longueur,balancedness,00_ngrams,11_ngrams,nombre,code
1,4.4,0.99,6,1.84,4,3,3,5,1
1,3.83,0.99,7,2.81,5,7,7,6,1
1,3.0,0.92,3,0.0,0,0,0,1,0
1,7.0,0.99,7,0.0,0,5,5,2,0
2,4.86,0.83,7,4.41,6,10,10,7,1
2,3.67,0.99,6,3.56,5,6,6,6,1
2,2.88,0.97,5,2.11,4,5,5,8,1
1,6.0,0.92,6,0.0,0,2,2,1,0
1,5.0,0.97,6,1.0,2,3,3,2,0
2,2.5,0.72,3,0.25,1,2,2,2,0
1,4.83,0.99,6,1.81,4,9,9,6,0
2,4.17,0.94,7,6.47,6,8,8,6,1
1,3.67,0.99,6,2.22,4,5,5,6,1
2,4.1,0.96,7,3.29,6,11,11,10,1
2,3.25,1.0,6,3.19,5,4,4,4,1
1,4.0,0.97,7,5.14,6,5,5,7,1
2,3.56,0.99,7,4.02,6,7,7,9,1
2,4.0,1.0,7,4.0,6,5,5,5,1
1,4.8,0.87,7,2.56,5,8,8,5,1
2,3.5,1.0,6,3.58,5,7,7,6,1
1,4.88,1.0,7,4.36,5,10,10,8,1
3,4.33,1.0,7,4.89,6,14,14,9,1
2,4.17,1.0,7,3.47,6,8,8,6,1
2,4.4,1.0,7,4.64,6,7,7,5,1
2,3.86,0.99,6,3.84,5,7,7,7,1
1,5.0,0.97,7,1.25,4,9,9,8,1
1,4.67,0.97,7,5.56,5,10,10,6,1
1,3.33,0.97,4,0.89,2,1,1,3,0
1,3.0,0.92,3,0.0,0,1,1,1,0
1,3.67,0.99,7,5.56,5,3,3,3,0
1,3.5,1.0,5,2.25,4,6,6,6,1
1,4.5,0.99,7,1.75,5,9,9,8,1
1,3.5,0.99,6,6.25,5,2,2,2,0
2,4.0,0.93,7,4.0,6,8,8,8,1
1,3.6,0.85,6,3.44,5,7,7,5,1
2,3.57,0.9,6,3.1,5,7,7,7,1
1,7.0,0.86,7,0.0,0,1,1,1,0
2,5.0,1.0,7,4.67,5,10,10,9,1
2,4.12,0.97,6,4.11,5,9,9,8,1
1,4.0,1.0,7,9.0,6,2,2,2,0
1,6.0,0.78,7,1.2,3,9,9,5,0
1,3.2,1.0,6,2.96,5,3,3,5,1
1,4.0,0.98,5,1.33,3,6,6,6,0
1,4.75,0.98,7,3.19,4,4,4,4,0
1,3.33,0.97,7,6.89,6,3,3,3,0
1,5.57,0.98,7,2.82,4,12,12,7,1
2,3.22,0.98,5,2.62,4,9,9,9,1
1,5.5,0.99,7,2.25,3,3,3,2,0
1,7.0,0.99,7,0.0,0,2,2,1,0
2,3.5,1.0,6,2.65,5,8,8,10,1
1,4.2,0.99,7,3.36,5,9,9,10,1
2,3.43,0.99,5,2.53,4,5,5,7,1
1,4.86,1.0,7,2.98,5,10,10,7,1
1,5.0,0.84,7,2.67,4,4,4,3,0
1,5.0,1.0,7,2.33,4,11,11,6,0
1,4.0,0.99,7,3.43,6,8,8,7,1
1,7.0,0.86,7,0.0,0,3,3,1,0
1,4.0,0.81,4,0.0,0,1,1,1,0
1,3.8,1.0,7,5.36,6,5,5,5,1
1,7.0,0.59,7,0.0,0,2,2,1,0
1,4.0,0.7,7,3.5,5,4,4,4,1
1,5.33,0.9,7,1.56,3,5,5,3,0
1,5.4,1.0,7,3.44,5,7,7,5,0
2,3.86,0.95,7,3.55,6,8,8,7,1
1,4.25,0.94,5,0.19,1,5,5,4,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,4.25,1.0,7,2.94,6,11,11,8,1
1,4.0,1.0,4,0.0,0,2,2,1,0
1,3.0,0.92,5,4.0,4,1,1,2,0
2,4.56,0.99,7,3.36,6,12,12,9,1
2,3.75,0.97,6,3.19,5,5,5,4,1
1,2.5,0.72,3,0.25,1,1,1,2,0
2,4.11,1.0,6,4.32,5,13,13,9,1
1,3.0,0.97,5,2.0,4,2,2,5,1
2,4.22,0.9,7,3.95,6,13,13,9,1
1,4.57,0.97,7,5.39,6,11,11,7,1
1,6.33,0.97,7,0.56,2,12,12,6,0
1,3.71,0.98,6,1.92,4,7,7,7,1
1,2.0,1.0,2,0.0,0,0,0,1,0
1,3.67,0.99,5,0.89,2,4,4,3,0
2,5.2,0.96,7,4.96,6,6,6,5,1
1,5.2,0.96,6,1.36,3,6,6,5,0
2,3.75,1.0,7,5.69,6,6,6,4,1
1,3.5,0.99,5,2.25,3,2,2,2,0
2,4.67,0.99,7,4.22,6,7,7,6,1
1,4.5,0.99,6,2.25,3,2,2,2,0
1,4.8,0.99,7,2.96,5,7,7,5,0
1,5.0,1.0,7,2.0,3,3,3,3,0
1,1.5,0.92,2,0.25,1,1,1,2,0
2,3.44,0.99,6,1.8,5,12,12,9,1
1,3.8,1.0,5,1.36,3,4,4,5,1
1,2.67,0.81,5,2.89,4,3,3,3,1
2,2.83,1.0,7,4.14,6,5,5,6,1
2,4.5,0.92,6,4.58,5,8,8,6,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,5.25,0.86,7,6.19,6,9,9,4,0
1,4.0,0.99,6,2.5,4,4,4,4,0
1,5.0,0.97,6,0.67,2,4,4,3,0
1,4.33,1.0,6,2.89,4,4,4,3,0
1,3.0,0.92,3,0.0,0,0,0,1,0
1,4.0,1.0,4,0.0,0,1,1,1,0
2,3.62,0.98,7,3.73,6,7,7,8,1
1,3.0,1.0,5,2.0,4,4,4,5,1
1,5.0,1.0,7,2.0,4,8,8,6,0
2,4.0,0.81,7,9.0,6,3,3,2,1
1,3.5,0.99,7,3.58,6,4,4,6,1
2,3.0,1.0,5,2.75,4,5,5,8,1
1,4.14,1.0,6,2.98,4,5,5,7,1
1,3.86,0.95,6,2.12,5,9,9,7,1
1,4.5,1.0,7,2.92,5,8,8,6,0
1,4.2,1.0,6,3.76,5,5,5,5,1
1,3.67,0.85,5,1.56,3,2,2,3,0
1,3.25,0.89,6,3.69,5,5,5,4,1
1,3.67,0.99,6,1.89,4,5,5,6,0
1,3.67,0.99,6,4.22,5,3,3,3,0
1,2.67,1.0,6,5.56,5,2,2,3,1
2,4.11,0.91,7,3.43,6,11,11,9,1
1,4.33,0.98,6,1.56,4,6,6,6,1
1,2.0,-0.0,2,0.0,0,1,1,1,0
1,4.43,0.96,7,4.53,6,8,8,7,1
1,5.0,0.97,6,1.5,3,4,4,4,0
2,3.44,0.98,7,3.14,6,10,10,9,1
1,4.86,0.98,7,3.27,5,9,9,7,1
1,3.6,0.92,6,3.04,5,5,5,5,1
2,3.11,1.0,5,2.32,4,7,7,9,1
1,4.67,1.0,7,2.67,6,8,8,9,1
1,4.0,0.99,5,1.2,3,5,5,5,0
1,1.33,1.0,2,0.22,1,0,0,3,0
1,4.6,0.98,7,2.44,5,12,12,10,1
2,4.88,1.0,7,2.61,5,8,8,8,1
2,4.22,1.0,7,4.4,5,11,11,9,1
2,3.56,1.0,7,3.58,6,10,10,9,1
1,3.25,0.96,4,0.19,1,4,4,4,1
2,4.33,0.98,6,3.22,5,3,3,6,1
1,4.78,0.99,7,3.51,5,13,13,9,1
1,4.0,0.95,6,4.0,4,3,3,2,0
1,4.0,0.99,7,4.67,6,7,7,6,1
2,3.12,0.97,6,3.11,5,6,6,8,1
1,4.75,0.93,7,2.69,4,11,11,8,1
1,3.8,1.0,6,3.76,5,6,6,5,1
1,5.33,1.0,7,5.56,5,4,4,3,0
1,4.2,0.86,6,1.36,3,7,7,5,0
2,4.25,1.0,6,1.94,4,7,7,8,1
2,3.71,1.0,7,3.92,6,7,7,7,1
2,4.8,0.98,7,2.96,5,16,16,10,1
2,5.3,1.0,7,4.61,6,18,18,10,1
1,4.5,0.99,6,2.25,3,3,3,2,0
2,4.25,1.0,7,3.44,6,11,11,8,1
1,5.25,0.99,7,4.19,5,7,7,4,0
1,4.67,1.0,7,4.22,5,9,9,6,0
1,6.0,0.98,7,1.0,2,5,5,2,0
2,4.2,0.99,7,5.36,6,5,5,5,1
1,3.4,1.0,7,4.24,6,6,6,5,1
1,5.5,1.0,7,3.25,5,7,7,6,0
2,3.78,1.0,7,4.4,6,11,11,9,1
1,4.0,1.0,7,5.2,6,4,4,5,1
2,3.86,0.99,6,1.84,4,5,5,7,1
1,5.0,0.72,5,0.0,0,1,1,1,0
2,5.0,1.0,7,3.33,6,12,12,9,1
1,2.0,1.0,2,0.0,0,0,0,1,0
1,2.5,0.97,4,2.25,3,2,2,2,0
2,2.75,0.95,5,2.19,4,3,3,4,1
1,3.75,1.0,5,1.19,3,4,4,4,0
1,4.75,0.95,7,3.69,5,5,5,4,1
1,4.57,0.99,7,4.82,5,7,7,7,1
1,2.0,1.0,2,0.0,0,2,2,4,0
1,4.86,0.96,7,3.55,6,10,10,7,1
1,5.0,0.72,6,1.0,2,3,3,2,0
2,3.29,1.0,6,2.78,5,6,6,7,1
1,3.0,0.92,4,2.0,3,3,3,3,1
2,3.62,0.96,7,3.48,6,7,7,8,1
1,4.0,0.98,6,4.67,5,3,3,3,0
1,6.33,0.9,7,0.22,1,6,6,3,0
1,7.0,0.86,7,0.0,0,3,3,1,0
2,1.5,0.92,2,0.25,1,0,0,2,0
1,2.67,0.95,5,2.89,4,3,3,3,1
2,4.33,1.0,6,3.56,5,8,8,6,1
1,5.0,0.72,5,0.0,0,2,2,1,0
2,3.25,0.78,7,5.19,6,5,5,4,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,5.0,1.0,6,1.0,2,3,3,2,0
1,5.0,0.97,6,1.0,2,3,3,2,0
1,6.25,0.86,7,0.19,1,9,9,4,0
1,4.88,0.98,7,2.61,4,10,10,8,0
1,2.8,0.99,4,0.56,2,5,5,5,1
1,4.33,1.0,7,2.89,6,10,10,9,1
1,4.83,0.99,6,1.14,3,7,7,6,0
2,4.29,0.99,7,3.92,6,9,9,7,1
1,3.38,1.0,6,2.23,5,7,7,8,1
1,3.0,1.0,3,0.0,0,1,1,2,0
2,3.11,0.99,6,1.88,5,6,6,9,1
1,5.0,0.88,7,4.0,4,3,3,2,0
1,5.0,0.99,7,3.56,5,12,12,9,1
2,4.0,1.0,7,4.0,6,6,6,5,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,3.0,1.0,5,2.0,4,3,3,4,1
2,3.0,0.99,6,4.67,5,5,5,6,1
2,3.8,0.79,7,2.56,5,12,12,10,1
2,3.67,0.85,6,4.22,5,4,4,3,1
1,3.67,0.99,5,0.89,2,2,2,3,0
2,3.44,0.99,7,4.02,6,10,10,9,1
2,4.33,1.0,7,6.0,6,6,6,9,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,4.67,0.91,7,3.22,5,8,8,6,1
1,3.33,0.97,4,0.22,1,2,2,3,0
1,6.0,1.0,6,0.0,0,2,2,1,0
1,5.5,0.85,7,2.25,3,3,3,2,0
1,4.5,0.92,5,0.25,1,3,3,2,0
1,5.33,0.95,7,2.89,4,5,5,3,0
2,3.62,0.99,7,4.48,6,9,9,8,1
1,4.25,1.0,6,2.69,5,11,11,8,1
1,4.4,0.99,6,1.84,4,7,7,5,0
1,5.5,0.99,7,2.25,4,11,11,6,1
1,5.38,1.0,7,2.23,4,14,14,8,0
2,2.5,0.72,4,2.25,3,1,1,2,0
2,2.5,0.72,6,4.25,5,3,3,4,1
2,3.33,0.88,6,3.56,5,7,7,6,1
1,4.43,0.94,6,1.39,3,10,10,7,1
2,4.17,1.0,7,5.14,6,7,7,6,1
2,4.67,0.97,7,3.33,5,10,10,9,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,5.0,1.0,7,2.8,5,5,5,5,0
1,3.6,1.0,6,2.64,4,5,5,5,0
2,3.5,1.0,7,5.58,6,5,5,6,1
1,5.0,0.99,7,2.8,4,5,5,5,0
2,5.0,1.0,7,3.2,5,15,15,10,1
1,4.0,0.81,4,0.0,0,1,1,1,0
1,4.57,0.97,6,1.1,3,9,9,7,1
1,5.0,0.97,5,0.0,0,2,2,1,0
1,3.0,-0.0,3,0.0,0,1,1,1,0
1,4.33,1.0,6,1.78,4,10,10,9,1
2,3.67,0.95,6,2.56,5,6,6,6,1
1,4.33,0.96,6,1.56,3,4,4,3,0
2,4.0,1.0,7,3.5,5,5,5,4,0
2,3.6,0.99,6,4.64,5,5,5,5,1
1,4.0,0.81,7,9.0,6,2,2,2,0
2,4.29,0.99,7,5.06,6,6,6,7,1
1,3.33,1.0,4,0.22,1,2,2,3,0
1,3.67,0.95,6,2.56,5,5,5,6,1
2,2.0,0.81,3,1.0,2,1,1,2,0
1,6.0,0.96,7,0.67,2,7,7,3,0
1,3.8,1.0,6,1.36,3,5,5,5,0
1,5.33,1.0,7,1.56,3,5,5,3,0
1,4.67,1.0,7,3.56,6,9,9,6,1
2,3.67,1.0,7,3.56,6,8,8,6,1
1,4.5,0.99,7,6.25,5,4,4,2,0
2,3.83,0.97,6,1.81,4,8,8,6,1
1,6.0,1.0,6,0.0,0,2,2,1,0
1,4.0,0.95,5,1.0,2,1,1,2,0
1,5.17,0.98,7,5.47,6,10,10,6,0
2,4.17,1.0,7,5.14,6,5,5,6,1
2,4.11,1.0,6,2.77,5,10,10,9,1
1,4.2,0.96,7,5.76,6,6,6,5,1
1,4.33,0.89,7,4.22,5,3,3,3,0
2,3.67,0.98,7,4.56,6,6,6,6,1
2,3.56,0.97,7,3.36,6,6,6,9,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,1.5,0.92,2,0.25,1,1,1,2,0
2,4.25,1.0,7,5.69,6,9,9,8,1
1,4.67,0.86,6,1.56,3,5,5,3,1
2,3.75,0.92,7,5.69,6,4,4,4,1
2,4.25,0.96,7,5.19,6,8,8,8,1
1,5.0,0.97,7,3.6,5,7,7,5,0
2,2.5,1.0,4,0.92,3,5,5,6,1
1,4.25,0.94,6,2.19,4,4,4,4,0
2,3.17,1.0,7,4.81,6,5,5,6,1
1,3.67,0.99,6,2.89,4,4,4,3,0
2,3.25,1.0,6,3.69,5,2,2,4,0
2,4.62,1.0,6,1.98,4,15,15,8,1
2,3.5,0.92,7,4.25,6,5,5,6,1
2,2.67,0.95,5,2.89,4,2,2,3,0
1,5.67,0.87,7,0.89,2,6,6,3,0
1,7.0,0.99,7,0.0,0,1,1,1,0
1,2.33,0.99,4,1.56,3,2,2,3,0
1,4.67,0.99,6,1.56,3,5,5,3,0
2,4.3,1.0,6,3.21,5,15,15,10,1
1,6.0,0.81,7,1.0,2,3,3,2,0
1,6.0,0.92,7,1.0,2,4,4,2,0
1,4.17,1.0,6,1.14,3,5,5,6,1
1,3.0,0.92,3,0.0,0,1,1,1,0
2,4.67,1.0,7,4.22,6,9,9,9,1
1,5.0,0.88,5,0.0,0,3,3,2,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,3.5,0.59,4,0.25,1,2,2,2,0
1,4.75,0.99,6,1.19,3,10,10,8,1
1,2.0,1.0,2,0.0,0,0,0,1,0
1,3.0,-0.0,3,0.0,0,1,1,1,0
1,4.0,0.95,6,4.0,4,1,1,2,0
2,4.17,1.0,7,3.47,6,6,6,6,1
2,5.29,0.99,7,3.63,5,11,11,7,1
2,3.57,1.0,6,3.67,5,8,8,7,1
2,4.29,0.99,7,4.49,6,6,6,7,1
2,3.0,0.92,6,3.5,5,2,2,4,1
1,5.25,0.99,7,2.69,5,12,12,8,1
1,6.67,1.0,7,0.22,1,6,6,3,0
2,4.14,0.96,7,4.41,6,8,8,7,1
2,4.12,0.98,7,5.11,6,8,8,8,1
1,2.75,0.95,5,2.19,4,3,3,4,1
2,2.0,0.95,3,0.5,2,2,2,4,1
1,5.5,0.68,6,0.25,1,5,5,2,0
2,4.0,1.0,6,3.43,5,7,7,7,1
1,5.33,1.0,7,1.56,4,10,10,6,0
1,5.0,0.72,5,0.0,0,2,2,1,0
2,4.4,0.99,7,3.24,6,8,8,10,1
2,3.5,0.99,5,1.85,4,11,11,10,1
1,3.89,1.0,6,1.65,4,9,9,9,1
1,2.0,0.92,3,0.67,2,2,2,3,1
1,7.0,0.99,7,0.0,0,1,1,1,0
1,5.0,0.99,7,3.2,5,7,7,5,0
2,4.0,0.92,6,3.33,5,8,8,6,1
1,6.0,-0.0,6,0.0,0,3,3,1,0
1,4.62,1.0,7,2.48,5,11,11,8,1
2,3.17,0.98,5,2.47,4,3,3,6,1
2,4.9,0.99,7,2.89,5,16,16,10,1
1,4.78,0.99,7,3.06,6,8,8,9,1
1,5.5,0.85,7,2.25,4,7,7,4,0
2,4.78,0.98,7,4.62,6,11,11,9,1
2,3.5,1.0,7,3.92,6,5,5,6,1
1,4.38,1.0,7,2.23,5,10,10,8,1
1,5.6,0.94,7,1.84,3,10,10,5,0
2,4.2,0.99,7,3.76,6,5,5,5,0
2,4.0,0.95,6,3.5,5,5,5,4,1
1,4.5,0.99,7,1.58,4,5,5,6,0
2,2.75,0.95,6,2.44,5,4,4,8,1
2,4.0,0.99,6,6.0,5,7,7,5,1
1,4.43,1.0,6,1.96,4,9,9,7,1
1,4.0,0.99,7,4.67,6,5,5,6,1
1,3.2,0.99,6,2.96,5,3,3,5,1
1,4.14,1.0,7,4.41,6,7,7,7,1
1,5.12,0.99,6,1.86,4,12,12,8,1
1,5.0,0.88,7,4.0,4,3,3,2,0
1,4.0,0.95,6,4.0,4,3,3,2,0
2,4.29,0.88,7,4.49,6,8,8,7,1
1,3.0,0.92,3,0.0,0,1,1,2,0
1,3.75,1.0,5,1.69,3,2,2,4,1
1,4.33,1.0,6,2.89,4,4,4,3,0
1,4.78,0.98,7,2.84,5,12,12,9,1
2,2.0,0.81,3,1.0,2,0,0,2,0
2,3.2,0.99,7,4.96,6,4,4,5,1
1,3.0,0.76,4,0.67,2,3,3,3,0
2,4.43,0.99,7,5.1,6,9,9,7,1
1,6.0,0.92,7,0.67,2,6,6,3,0
1,4.4,1.0,7,5.04,5,7,7,5,1
1,2.33,0.86,4,1.56,3,1,1,3,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
2,4.12,0.99,6,2.36,5,7,7,8,1
1,5.43,0.99,7,1.96,4,11,11,7,0
1,4.17,0.97,6,3.81,5,7,7,6,1
1,3.71,0.93,7,3.35,6,8,8,7,1
2,3.6,0.76,7,4.64,6,5,5,5,1
1,5.67,1.0,7,0.89,2,5,5,3,0
2,4.67,1.0,7,5.56,6,9,9,6,1
2,3.0,0.92,5,4.0,4,0,0,2,0
2,2.5,1.0,6,4.25,5,3,3,4,1
1,4.8,0.99,7,3.76,5,5,5,5,0
1,4.0,0.81,5,0.67,2,4,4,3,0
1,5.33,1.0,7,2.89,5,12,12,6,0
2,4.0,1.0,7,6.5,6,5,5,4,1
1,5.0,-0.0,5,0.0,0,2,2,1,0
2,4.12,1.0,6,3.36,5,8,8,8,1
1,4.5,0.99,7,6.25,5,3,3,2,0
2,4.0,0.98,7,3.78,6,11,11,9,1
1,2.67,0.95,5,2.89,4,1,1,3,1
1,3.75,1.0,5,0.69,2,4,4,4,0
2,3.29,0.99,6,3.06,5,7,7,7,1
2,4.14,0.8,7,4.41,6,9,9,7,1
2,3.14,0.95,6,2.12,5,8,8,7,1
2,4.22,0.95,7,3.06,6,9,9,9,1
1,5.0,0.72,5,0.0,0,2,2,1,0
1,5.33,1.0,7,3.78,6,13,13,9,1
2,4.25,0.96,7,5.44,6,10,10,8,1
1,7.0,0.99,7,0.0,0,3,3,1,0
2,2.5,0.72,4,2.25,3,1,1,2,0
2,4.14,0.93,7,3.55,6,10,10,7,1
2,3.0,0.92,6,3.5,5,3,3,4,1
1,5.5,0.98,7,3.25,5,11,11,8,1
1,4.57,1.0,6,2.24,4,10,10,7,0
2,4.3,0.98,7,4.61,6,13,13,10,1
1,4.8,0.98,7,7.36,6,6,6,5,1
1,4.5,0.98,7,3.58,5,9,9,6,0
2,2.67,0.99,4,1.56,3,4,4,6,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,2.0,1.0,4,2.0,3,0,0,3,1
1,4.0,0.97,7,4.8,6,4,4,5,1
1,3.0,0.5,4,0.67,2,4,4,3,1
2,4.5,0.99,7,5.58,6,6,6,6,1
1,4.5,0.99,6,2.25,3,3,3,2,0
1,3.0,0.92,3,0.0,0,1,1,1,0
2,3.4,1.0,7,5.04,6,3,3,5,1
2,4.5,1.0,7,6.5,6,10,10,8,1
1,3.5,0.99,7,5.25,6,5,5,4,1
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,3.5,0.99,7,5.25,6,2,2,4,0
1,6.0,0.92,6,0.0,0,3,3,1,0
2,3.78,0.98,6,2.17,4,8,8,9,1
2,4.0,0.98,7,2.4,6,9,9,10,1
2,3.0,0.99,4,0.67,2,3,3,6,1
1,3.0,0.92,7,8.0,6,1,1,3,1
1,4.43,0.98,7,3.39,5,10,10,7,1
2,3.6,0.76,7,5.44,6,6,6,5,1
2,4.17,0.94,6,3.81,5,6,6,6,1
2,3.83,1.0,7,2.47,5,7,7,6,1
2,3.75,1.0,7,5.69,6,6,6,4,1
1,3.0,-0.0,3,0.0,0,1,1,1,0
1,3.0,1.0,3,0.0,0,2,2,2,0
2,4.0,0.9,7,6.5,6,4,4,4,1
2,4.0,0.95,7,4.5,6,5,5,4,0
2,3.6,0.92,6,2.24,4,7,7,5,0
1,3.0,1.0,4,0.5,2,2,2,4,0
1,4.33,0.78,6,2.89,4,6,6,3,0
1,3.4,1.0,6,3.44,5,3,3,5,1
2,3.43,0.92,6,2.53,5,6,6,7,1
2,3.0,1.0,5,4.0,4,1,1,2,0
1,5.14,1.0,6,1.27,3,8,8,7,1
2,4.71,0.99,7,3.92,6,10,10,7,1
2,4.57,1.0,7,6.53,6,8,8,7,1
2,3.5,1.0,7,6.75,6,2,2,4,1
2,3.0,1.0,5,2.0,4,4,4,5,1
1,3.0,1.0,5,2.0,4,2,2,5,1
1,4.0,0.81,4,0.0,0,1,1,1,0
2,3.71,0.93,7,3.92,6,7,7,7,1
1,4.0,0.99,6,2.5,4,4,4,4,0
2,3.75,0.72,6,2.19,4,4,4,4,1
2,4.83,0.98,7,5.81,6,8,8,6,0
1,4.5,0.99,7,6.25,5,3,3,2,0
1,1.0,-0.0,1,0.0,0,0,0,1,0
1,7.0,1.0,7,0.0,0,4,4,2,0
1,5.0,0.72,5,0.0,0,1,1,1,0
2,4.0,0.99,6,2.67,5,7,7,6,1
1,4.2,1.0,6,2.16,4,6,6,5,0
1,5.0,0.97,7,4.0,4,4,4,2,0
1,7.0,0.99,7,0.0,0,2,2,1,0
1,6.0,0.99,7,2.0,3,6,6,3,0
1,4.0,1.0,4,0.0,0,2,2,1,0
1,2.0,0.92,4,2.0,3,1,1,3,1
1,7.0,0.59,7,0.0,0,2,2,1,0
2,4.0,0.99,6,3.5,5,5,5,4,0
1,2.0,-0.0,2,0.0,0,1,1,1,0
2,2.71,0.98,5,1.63,4,6,6,7,1
1,3.0,0.92,3,0.0,0,1,1,1,0
2,4.2,1.0,7,5.16,6,9,9,10,1
1,5.0,1.0,7,2.0,3,5,5,3,0
1,4.29,0.99,7,3.63,5,9,9,7,1
1,2.0,1.0,3,1.0,2,0,0,2,0
2,4.3,0.99,7,4.41,6,10,10,10,1
2,3.3,0.98,6,3.01,5,8,8,10,1
2,3.33,0.99,5,2.0,4,9,9,9,1
1,5.0,0.93,7,2.5,4,6,6,4,0
1,6.0,1.0,6,0.0,0,2,2,1,0
1,3.71,1.0,7,3.06,5,5,5,7,1
1,4.67,0.86,7,6.89,6,4,4,3,0
2,3.25,1.0,6,2.44,5,6,6,8,1
2,4.8,0.99,7,4.16,6,12,12,10,1
1,5.5,0.95,7,2.25,3,2,2,2,0
1,5.38,0.88,7,0.73,3,13,13,8,1
1,4.0,0.95,6,2.5,4,5,5,4,0
1,3.0,-0.0,3,0.0,0,1,1,1,0
1,3.5,0.94,5,0.75,2,4,4,4,1
1,3.0,0.92,3,0.0,0,1,1,1,0
1,6.0,0.98,7,1.0,2,2,2,2,0
1,7.0,0.99,7,0.0,0,2,2,1,0
2,4.67,0.96,7,3.78,6,10,10,9,1
1,1.5,0.92,2,0.25,1,1,1,2,0
1,3.0,0.65,5,4.0,4,2,2,2,0
2,4.11,1.0,7,3.21,6,9,9,9,1
2,2.25,0.76,3,0.69,2,2,2,4,1
2,2.25,0.99,4,1.19,3,2,2,4,1
1,4.25,0.98,6,2.19,4,5,5,4,0
2,4.33,1.0,7,4.0,6,11,11,9,1
2,4.12,0.99,7,4.86,6,11,11,8,1
2,2.5,0.72,3,0.25,1,2,2,2,0
2,4.5,1.0,7,4.45,6,12,12,10,1
1,3.2,1.0,5,2.16,4,4,4,5,1
2,4.86,0.96,7,5.55,6,12,12,7,1
1,4.0,1.0,7,3.5,5,5,5,4,0
2,3.67,0.98,5,1.56,4,6,6,6,1
1,5.0,0.92,6,0.67,2,5,5,3,0
1,1.0,1.0,1,0.0,0,0,0,2,0
2,5.0,1.0,7,3.67,6,11,11,6,1
2,3.5,0.97,7,3.5,6,6,6,8,1
2,3.0,1.0,4,1.2,3,5,5,5,1
1,6.5,1.0,7,0.25,1,8,8,4,0
1,4.5,0.95,7,5.25,6,7,7,6,1
1,4.0,1.0,4,0.0,0,2,2,1,0
2,3.0,0.97,5,2.0,4,2,2,5,1
1,4.0,1.0,4,0.0,0,0,0,1,0
2,4.8,0.92,7,3.76,5,13,13,10,1
2,3.8,0.95,7,4.56,6,5,5,5,1
2,5.0,1.0,7,1.6,4,15,15,10,1
2,2.5,0.97,4,2.25,3,1,1,2,0
2,4.0,0.99,7,4.67,6,8,8,6,1
2,3.88,1.0,7,3.11,6,10,10,8,1
2,5.0,1.0,7,2.67,6,13,13,9,1
1,4.14,0.96,7,2.98,5,9,9,7,1
1,3.5,0.99,6,6.25,5,3,3,2,0
1,4.0,0.81,7,9.0,6,2,2,2,0
1,3.67,0.95,6,4.22,5,3,3,3,0
1,3.6,0.96,6,3.44,5,5,5,5,1
1,3.0,0.92,3,0.0,0,1,1,1,0
2,4.0,1.0,7,4.22,6,12,12,9,1
1,5.5,0.99,6,0.25,1,1,1,2,0
2,4.17,0.97,7,3.81,5,7,7,6,1
2,3.86,1.0,6,2.41,4,6,6,7,1
2,4.62,1.0,7,3.48,6,9,9,8,1
1,4.67,0.99,7,1.89,4,8,8,6,0
2,3.89,1.0,7,2.77,5,8,8,9,1
1,4.22,1.0,7,3.51,5,8,8,9,1
1,4.0,0.99,7,4.8,6,4,4,5,1
1,2.5,0.97,3,0.25,1,3,3,4,1
1,4.0,1.0,6,4.67,5,3,3,3,0
2,5.29,1.0,7,5.92,6,11,11,7,1
1,4.0,1.0,7,3.43,5,7,7,7,1
1,4.25,0.98,6,2.19,4,4,4,4,0
1,5.75,0.93,7,0.69,2,7,7,4,0
2,6.0,0.98,7,1.0,2,5,5,2,0
2,4.38,0.99,7,6.23,6,14,14,8,1
2,4.43,1.0,7,3.39,6,8,8,7,1
2,4.29,0.95,7,3.92,6,12,12,7,1
2,4.0,0.99,7,4.0,6,10,10,8,1
2,4.38,0.93,7,4.98,6,11,11,8,1
2,5.12,0.95,7,4.36,6,12,12,8,1
2,3.0,0.92,4,1.0,3,6,6,6,1
2,4.4,0.99,7,3.44,6,12,12,10,1
1,4.0,-0.0,4,0.0,0,2,2,1,0
2,5.25,0.89,7,2.19,5,14,14,8,1
2,2.75,0.95,5,2.19,4,2,2,4,1
1,3.0,0.98,5,2.0,4,3,3,4,1
2,2.33,0.99,4,1.56,3,1,1,3,0
1,4.67,0.99,7,2.89,4,4,4,3,0
1,3.0,-0.0,3,0.0,0,1,1,1,0
1,4.44,1.0,7,1.8,4,12,12,9,1
1,3.0,0.97,6,2.4,4,3,3,5,1
1,4.4,0.98,7,5.04,5,7,7,5,0
2,3.33,0.97,5,2.89,4,3,3,3,0
1,3.5,0.99,4,0.25,1,1,1,2,0
